File_Path,File_Name,Artist,Source,Label,Group_ID,Artist_Group,Text_Prompt
data\Midjourney/art\Paul_Klee_58.jpg,Paul_Klee_58.jpg,,Midjourney,1,Paul_Klee_58,Paul Klee,"Paul Klee, Art, Colorful abstract painting, tree, elongated figures, light pink, light black, richly colored, large canvas, yellow, 1918–1939 interwar, biomorphic forms, Dogon art, black paintings, abstraction-création, outlined art, twisted branches, light pink, dark gray, symbolist watercolors, woodcarvings, skillful composition, 1960, grotesques, architectonic motifs, pink, amber, gouache."
data\REAL\art_5400\Andrei_Rublev_77.jpg,Andrei_Rublev_77.jpg,Andrei Rublev,REAL,0,Andrei_Rublev_77,nan,"Andrei Rublev, Art, Medieval Russian drawing, 1873 print, computer-aided manufacturing, narrative sequences, lively tableaus, monumentalism, ancient city depiction, black-and-white graphic, altarpiece, 15th century, distillation of forms, town representation, small buildings, wood engraving, mountainous vistas, tarot card, noble figures, multi-layered compositions, old city illustration, old trees, energetic figures, hall of mirrors, irregular linear forms, commission"
data\REAL\art_5400\Pablo_Picasso_431.jpg,Pablo_Picasso_431.jpg,Pablo Picasso,REAL,0,Pablo_Picasso_431,nan,"Pablo Picasso, Art, Mamut, violet and green self-portrait, balanced compositions, women artists, dark sky-blue and light beige, simplified figures, black paintings, large painting, woman in green and purple blouse, strong facial expression, online sculpture, symmetrical asymmetry, vanitas paintings, abstract figure, distinct facial features, man with purple hat, dark sky-blue and light green, geometric modernism, distinctive characters, orphism, punctuated caricature."
data\Midjourney/art\Sandro_Botticelli_76.jpg,Sandro_Botticelli_76.jpg,,Midjourney,1,Sandro_Botticelli_76,Sandro Botticelli,"Sandro Botticelli, Art, Realistic depictions of human form, gothic references, painting with woman and statue of a male god, renaissance perspective and anatomy, light gold and black, loose gestures, black paintings, woman with an acrobat on her belly, odd juxtapositions, Botticelli-esque figures, massurrealism, illusionary architectural elements, black and amber, Romanesque art, forced perspective"
data\DALL-E/art\Vincent_van_Gogh_322.jpg,Vincent_van_Gogh_322.jpg,,DALL-E,1,Vincent_van_Gogh_322,Vincent van Gogh,"Vincent van Gogh, Art, Watercolor painting of a tree, atmospheric impressionistic cityscapes, modern impressionism, impressionist-landscapes, painting of a tree, vignettes of Paris, colorful ink wash paintings, light sky-blue and dark yellow, Manapunk, post-war European art, watercolor painting of a tree with no leaves, encaustic painting, three white trees on a farm in watercolors, 1860–1969, light indigo and amber, densely patterned imagery"
data\REAL\art_5400\Francisco_Goya_277.jpg,Francisco_Goya_277.jpg,Francisco Goya,REAL,0,Francisco_Goya_277,nan,"Francisco Goya, Art, Painting of a man holding an easel, outside and in front of window, backlight, delicacy of touch, extremely gendered, working-class subjects, melting pots, goosepunk, fanciful costume design, lively tableaus, black paintings, multi-layered, tondo, abundant paint, mirror, Spanish school, hispanicore, 1860-1969 period, androgynous, soviet, reflections"
data\REAL\art_5400\Paul_Cezanne_10.jpg,Paul_Cezanne_10.jpg,Paul Cezanne,REAL,0,Paul_Cezanne_10,nan,"Paul Cezanne, Art, Bottle, fruit, cloth, glass, juice, apple, blanket, person, table, alcoholic beverages, wine, light navy, light emerald, light red, light gray, dark blue, dark green, red, light orange, teal, silver, green, light beige, indigo, art historical allusions, lively tableaus, reductive, elegant subjects, biedermeier, picassoesque, roguecore, use of fabric, exquisite brushwork, sharp brushwork, fauvist, 19th century, functional aesthetics, melancholic atmosphere."
data\Dreamstudio/art\Kazimir_Malevich_33.jpg,Kazimir_Malevich_33.jpg,,DreamStudio,1,Kazimir_Malevich_33,Kazimir Malevich,"Kazimir Malevich, Art, Outdoor oil painting, tall trees in a field, winter setting, snow scenes, pointillist dots and dashes, light gray, gold, light brown, sky-blue, light azure, light amber, orange, mosaic-like composition, precisionist lines, Danish golden age, multiple points of view, hard-edged lines, delicate pointillism, Viennese Secession, romanticized realism, meticulous lines, punctured canvases, golden age aesthetics."
data\REAL\art_5400\Peter_Paul_Rubens_95.jpg,Peter_Paul_Rubens_95.jpg,Peter Paul Rubens,REAL,0,Peter_Paul_Rubens_95,nan,"Peter Paul Rubens, Art, Armor-clad figure, red shirt, warrior depiction, chiaroscuro, soft-edged, hard-edged, grandiose color schemes, symbolic nabis, cinquecento, dark green, crimson, richly colored, contrasting, King of the Spanish, azure, meticulous detail, representational, renaissance influence, heroic, dark red, dark cyan, close up, uniformly staged images, bold color schemes."
data\REAL\art_5400\Paul_Klee_1.jpg,Paul_Klee_1.jpg,Paul Klee,REAL,0,Paul_Klee_1,nan,"Paul Klee, Art, Abstract arches, light maroon and brown, Dayak art, Dogon art, East Village art, yellow, orange and brown squares, abstract painting, arched doorways, elongated figures, woodblock print, piles/stacks, light red and dark gray, symmetrical figures, light amber and red, terraced cityscapes, abstract cats, Benin art, light brown and maroon, light orange and dark gray, confessional."
data\Dreamstudio/art\Paul_Klee_54.jpg,Paul_Klee_54.jpg,,DreamStudio,1,Paul_Klee_54,Paul Klee,"Paul Klee, Art, House with red road, letras y figuras, mosaic composition, romantic moonlit seascapes, rationalism, distinct shapes, regionalism, orange and green, street in red and orange, soviet avant-garde, richly layered, symbolic iconography, texture-rich landscapes, 1918–1939 interwar era, assemblage, detailed compositions, eastern orthodox icons, cubist fragmentation of form, dark red and orange, trompe-l'œil illusionistic detail."
data\DALL-E/art\Edgar_Degas_506.jpg,Edgar_Degas_506.jpg,,DALL-E,1,Edgar_Degas_506,Edgar Degas,"Edgar Degas, Art, Two ballerinas, light violet and light crimson, working-class subjects, light green, frayed, graphite sketches, exquisite clothing detail, museum gallery dioramas, costumes, pensive poses, chalk, post-impressionist colorism, shoe paintings, emotional gestures, organized chaos, Pont-Aven School, dance, vibrant pastels, light beige, hand-coloring, melting pots, emotional."
data\REAL\art_5400\Raphael_76.jpg,Raphael_76.jpg,Raphael,REAL,0,Raphael_76,nan,"Raphael, Art, Nativity scene, delicate landscapes, light emerald, dark azure, classical portraiture, Madonna and Child, large canvas size, aerial view, Christian art and architecture, all-over composition, beige, delicate washes, spatial, sky-blue and green, technology-based art, Italian landscapes, 16th century, allegorical composition, light magenta, UHD image, alla prima."
data\REAL\art_5400\Alfred_Sisley_94.jpg,Alfred_Sisley_94.jpg,Alfred Sisley,REAL,0,Alfred_Sisley_94,nan,"Alfred Sisley, Art, Seine 1862, oil on canvas, impressionist-landscapes, pointillist landscapes, symbolic figurative landscapes, freehand painting, cottagepunk, raw figuration, serene scenes, people passing by river path, light azure, cabincore, woods and river, calm waters, road near trees in city, France"
data\Midjourney/art\Titian_102.jpg,Titian_102.jpg,,Midjourney,1,Titian_102,Titian,"Titian, Art, Painting depicting scenes with many people and animals gathered by the woods, mythological realism, evening setting, diverse color palette of light amber, indigo, bronze, white, navy, light brown, 500-1000 CE, 1st version, Group Zero, Italian landscapes, Dau-al-Set, Dansaekhwa, light themes of parodies and pastiches, fawncore, Garden of Paradise, feminine body representation, Wimmelbilder style."
data\REAL\art_5400\Joan_Miro_82.jpg,Joan_Miro_82.jpg,Joan Miro,REAL,0,Joan_Miro_82,nan,"Joan Miro, Art, Yellow painting, circles, squares, blue sphere, dark sky-blue, violet, energetic, charismatic, bold, cartoonish lithographs, blue circle, black ball, yellow square, fanciful figures, cosmic dream-like atmosphere, cosmic landscape, happy expressionism, dotted, light purple, light crimson, post-war European art, graceful movement, ink, dreamlike quality, large canvas sizes."
data\REAL\art_5400\Edgar_Degas_205.jpg,Edgar_Degas_205.jpg,Edgar Degas,REAL,0,Edgar_Degas_205,nan,"Edgar Degas, Art, Sitting in room reading, romanticism influence, dark white and light bronze, sovietwave, Victorian era, naturalistic lighting, Whistlerian, gentle expressions, girl in long dress sitting at desk, expressionist emotional intensity, silhouette lighting, 1860–1969, still life painting, young girl resting beside antique dresser, Neo-Dadaism, light gray and brown, Meiji art, working-class empathy, Helsinki school, young lady in a room, monochromatic contemplation, melancholic symbolism, study place"
data\Midjourney/art\Francisco_Goya_7.jpg,Francisco_Goya_7.jpg,,Midjourney,1,Francisco_Goya_7,Francisco Goya,"Francisco Goya, Art, Old black and white drawing, two men and owl, dadaism, sovietwave, staining, ritualistic masks, 1860-1969, depiction of animals, blunt brushstrokes, man and cat sitting by table, room interior, interwar period, bunnycore, pencil and ink drawings, bold shadows, medievalist, catcore, lithograph, pig and sax depiction, dark expressionism, sketchy."
data\REAL\art_5400\Pierre-Auguste_Renoir_156.jpg,Pierre-Auguste_Renoir_156.jpg,Pierre-Auguste Renoir,REAL,0,Pierre-Auguste_Renoir_156,nan,"Pierre-Auguste Renoir, Art, Impressionist colorism, figure-focused, organized chaos, trompe-l'œil illusionistic detail, light orange and light indigo, mirror rooms, painting on a table, children around, curved mirrors, close-up intensity, light brown and light beige, feminine affluence, distinctive noses, colorful washes, voluminous mass, naive childlike, bleaches, ultrafine detail, serene faces, detailed crowd scenes, subdued expressionism, old women, whitcomb-girls, 1900-1917 period."
data\REAL\art_5400\Andrei_Rublev_91.jpg,Andrei_Rublev_91.jpg,Andrei Rublev,REAL,0,Andrei_Rublev_91,nan,"Andrei Rublev, Art, Interior of church, various murals, images, foreshortening techniques, bronze, amber, rounded, early medieval art, angels, kings cathedral, naturalistic depictions, mural-like compositions, art of the upper paleolithic, arched doorways, gray, bronze, stylized figures, brunaille underpainting, naturalistic motifs, light sky-blue, dark beige, depicting Christs, delicate constructions, light yellow, dark orange, depictions of labor, rusticcore"
data\REAL\art_5400\Henri_Rousseau_11.jpg,Henri_Rousseau_11.jpg,Henri Rousseau,REAL,0,Henri_Rousseau_11,nan,"Henri Rousseau, Art, Painting of a woman walking through a jungle, light red and dark orange, manticore, tropical symbolism, depicting a tropical scene, light orange and black, vintage imagery, animated gifs, light red and dark green, post-1921, dark orange and light black, figurative symbolism, album covers, botanical accuracy, luminous shadowing, tropical symbolism, light red and dark beige, arts and crafts movement, mysterious jungle, hopi art."
data\StarryAI/art\Amedeo_Modigliani_45.png,Amedeo_Modigliani_45.png,,StarryAI,1,Amedeo_Modigliani_45,Amedeo Modigliani,"Amedeo Modigliani, Art, Portrait painting, neo-concrete, werkstätte, handsome, art deco sensibilities, American Barbizon school, confessional, man with hat and jacket seated, art brut, graceful, neo-academism, dark emerald and light crimson, trompe-l'œil illusionistic detail, large brushstrokes, loose brushwork, depictions of theater, constructivist roots, man in tie and black jacket."
data\REAL\art_5400\Andrei_Rublev_2.jpg,Andrei_Rublev_2.jpg,Andrei Rublev,REAL,0,Andrei_Rublev_2,nan,"Andrei Rublev, Art, Round lion holding a book, medieval art, gender-bending iconography, lion in a golden bowl, light red and light indigo, bibliographic anomalies, sky-blue and beige, wizardcore, figura serpentinata, mathematical art, Byzantine iconography, circular shapes, miniature illumination, mythic storytelling, illuminated manuscript-esque, science academia, 500-1000 ce, high-angle"
data\Midjourney/art\Edouard_Manet_13.jpg,Edouard_Manet_13.jpg,,Midjourney,1,Edouard_Manet_13,Edouard Manet,"Edouard Manet, Art, Painting, man holding a sword, late impressionism, dark gray, light beige, Victorian-era clothing, figura serpentinata, impressionist light, depictions of aristocracy, black paintings, stylish costume design, black and gray, Victorian genre paintings, depictions of theater, oil painting, 1860-1969, light black, violet, plein-air paintings, masculine, full body, dark and brooding designer, San Francisco Renaissance."
data\REAL\art_5400\Hieronymus_Bosch_29.jpg,Hieronymus_Bosch_29.jpg,Hieronymus Bosch,REAL,0,Hieronymus_Bosch_29,nan,"Hieronymus Bosch, Art, Apocalyptic garden of earthly delights, light brown, dark blue, wimmelbilder, light green, dark amber, narrative diptychs, happy expressionism, fall of the angels, scene of two women in flight, monolithic structures, light yellow, dark black, expressionistic anthropology, saturated pigment pools, panoramic scale, mythic symbolism, richly detailed genre paintings, pre-raphaelite-inspired, asymmetric balance, birth of three, Germanic art"
data\DALL-E/art\Hieronymus_Bosch_24.jpg,Hieronymus_Bosch_24.jpg,,DALL-E,1,Hieronymus_Bosch_24,Hieronymus Bosch,"Hieronymus Bosch, Art, Hell depiction, lot of people, figurative precision, meticulous realism, sandalpunk, aerial view, wimmelbilder, mushroomcore, primitivist realism, mechanical realism, medieval, birds-eye-view, distorted bodies, modernist paintings, Dutch and Flemish, organic chaos, meticulous military scenes, goblin academia, satirical expressionism, people with hats, forest scene, hellish background, manticore, realist detail, zombiecore."
data\DALL-E/art\Frida_Kahlo_104.jpg,Frida_Kahlo_104.jpg,,DALL-E,1,Frida_Kahlo_104,Frida Kahlo,"Frida Kahlo, Art, Painting of a man in a suit with scissors, trompe-l'œil illusionistic detail, trad goth, altarpiece, realist detail, black and amber, human connection, restrained forms, 20th century art, lacquer painting, person sitting on an old stool with scissors, black paintings, samikshavad, detail-oriented, 1903, eastern orthodox icons, dark black and gold, clamp, domestic intimacy."
data\REAL\art_5400\Gustav_Klimt_44.jpg,Gustav_Klimt_44.jpg,Gustav Klimt,REAL,0,Gustav_Klimt_44,nan,"Gustav Klimt, Art, Florescent house on green hill, canvas, dark white, dark green, German Romanticism, texture-rich landscapes, light cyan, amber, villagecore, landscape inspirations, expansive, mosaic-like, luminous color harmonies, multilayered, subtle, trees, swiss style, color-field, multiple points of view, glistening, wimmelbilder, dark gold, dark cyan, light gold."
data\Midjourney/art\Jackson_Pollock_22.jpg,Jackson_Pollock_22.jpg,,Midjourney,1,Jackson_Pollock_22,Jackson Pollock,"Jackson Pollock, Art, Black and yellow painting, fragmented figuration, light white and dark green, inkblots, loose figuration, classic composition, two black and white leaves in an abstract painting, abstracted figuration, light yellow and dark emerald, disintegrated, abstract figures, mechanized abstraction, post-war expressionism, drawing of a black and white painting, restrained serenity, stencil-like imagery, 1918–1939 (interwar), 'the leaf of wheat', abstract expressionistic splatters, expressionistic figuration, restrained expressionism, negative image"
data\REAL\art_5400\Diego_Velazquez_126.jpg,Diego_Velazquez_126.jpg,Diego Velazquez,REAL,0,Diego_Velazquez_126,nan,"Diego Velazquez, Art, Oil painting, scene with two people holding hands, standing in a garden in front of an arch, Etruscan art, classical academic, romantic ruins, luminous scenes, light silver, indigo, bronze, light white, dark indigo, impressive panoramas, literary excavations, marbleized, mural painting, green academia, romantic landscape vistas, mirror rooms, neo-mosaic, columns and totems, cabincore, arched doorways, happenings, impressionist gardens."
data\REAL\art_5400\Kazimir_Malevich_66.jpg,Kazimir_Malevich_66.jpg,Kazimir Malevich,REAL,0,Kazimir_Malevich_66,nan,"Kazimir Malevich, Art, Woman sitting at outdoor table, light yellow and pink, textural portraits, cherry blossoms, layered lines, garden, pointillist portraits, rich tapestries of color, american impressionism, light pink and orange, umbrella, threaded tapestries, meticulous pointillism, ultrafine detail, chair, knitted and crocheted, naturalistic settings, germanic art."
data\Dreamstudio/art\Vincent_van_Gogh_437.jpg,Vincent_van_Gogh_437.jpg,,DreamStudio,1,Vincent_van_Gogh_437,Vincent van Gogh,"Vincent van Gogh, Art, Wheat field drawing, intricate cityscapes, black and white imagery, monochrome painting, large-scale figuration, countryside image, mosaic-like pointillism, engraved line-work, post-impressionist influence, transavanguardia, loose linework, terraced cityscapes, rectangular fields, hay fields, pointillist cityscapes, thick impasto brushstrokes, flattened perspective, detailed pen strokes, depiction of rural life, trompe-l'œil illusionistic detail."
data\DALL-E/art\Alfred_Sisley_79.jpg,Alfred_Sisley_79.jpg,,DALL-E,1,Alfred_Sisley_79,Alfred Sisley,"Alfred Sisley, Art, Leefront, old port Lithuania, beige, impressionist-landscapes, rural landscapes, cabincore, people on boats, shore, street scenes, walkers, boats, 1860-1969, light pink, sky-blue, seaside vistas, rue d'encienne, seaside scenes, landscape painter, plein-air"
data\Midjourney/art\Marc_Chagall_42.jpg,Marc_Chagall_42.jpg,,Midjourney,1,Marc_Chagall_42,Marc Chagall,"Marc Chagall, Art, House in the street, Edo-period Japan, Farm Security Administration aesthetics, energetic figures, manga-influenced, 1918–1939 interwar, sketch, three people near houses, depiction of rural life, blown-off-roof perspective, happy expressionism, mono-ha, drawn c1943, Russian exile in Austrian captivity, cartoonish chaos, post-minimalist structures, sōsaku hanga, grainy, low resolution, man with a sign, vernacular architecture, figures in motion, Danube school, shin hanga, suburban ennui capturer, film stills"
data\REAL\art_5400\Joan_Miro_91.jpg,Joan_Miro_91.jpg,Joan Miro,REAL,0,Joan_Miro_91,nan,"Joan Miro, Art, Three people near each other, dark black and gray, emotive expressionism, symbolist watercolors, biomorphic forms, Dogon art, 2 characters on big canvas, organic biomorphic forms, dark atmosphere, atmospheric watercolors, naive childlike, nocturne, loose gestures, mechanized forms, 'the three people', darkly whimsical, gouache, gloomy, animated expressions, playful caricature; two people on blue background, expressive watercolors, dark black and gray, emotive expressionism."
data\REAL\art_5400\Rene_Magritte_32.jpg,Rene_Magritte_32.jpg,Rene Magritte,REAL,0,Rene_Magritte_32,nan,"Rene Magritte, Art, Three pears, ocean, distorted bodies, emotive gestures, surrealistic grotesque, post-impressionist seascapes, trompe-l'œil illusionistic detail, naturalistic bird portraits, hyperbolic expression, frenzied action painting, man standing behind apple and pear, energetic dynamism, tempera, lively seascapes, grotesque caricatures, disfigured forms, realistic bird paintings, two people holding two pears, exaggerated expressions, surrealistic detail."
data\Dreamstudio/art\Jan_van_Eyck_17.jpg,Jan_van_Eyck_17.jpg,,DreamStudio,1,Jan_van_Eyck_17,Jan van Eyck,"Jan van Eyck, Art, Man with arm ornaments, realistic detail, altarpiece, trompe-l'œil illusionistic detail, metallic accents, exquisite clothing detail, arched doorways, old king painting, gloves, gold crown, eastern orthodox icons, detailed drapery, realist detail, metalwork jewelry, golden armoire, rosary necklace, detail-oriented, byzantine-style iconography, hand and pearl necklace painting, elaborate drapery, uniformly staged images, patience of a saint."
data\REAL\art_5400\Albrecht_Durer_39.jpg,Albrecht_Durer_39.jpg,Albrecht Durer,REAL,0,Albrecht_Durer_39,nan,Albrecht_Durer_39
data\Dreamstudio/art\Raphael_30.jpg,Raphael_30.jpg,,DreamStudio,1,Raphael_30,Raphael,"Raphael, Art, King, religious figures, multidimensional shading, light gray, light gold, light red, dark indigo, light emerald, spectacular backdrops, illusionary spaces, statue, ceiling painting, otherworldly beings, multiple perspectives, Madonna and child, cosmic symbolism, sacrificial altar, Botticelli-esque figures, grand color scheme, high resolution, monumental ensembles, 15th century, illusionistic ceiling frescoes, assembly, fresco paintings, Cinquecento, spiritual dimensions, Florentine Renaissance, cosmic inspiration."
data\DALL-E/art\Frida_Kahlo_38.jpg,Frida_Kahlo_38.jpg,,DALL-E,1,Frida_Kahlo_38,Frida Kahlo,"Frida Kahlo, Art, Mexican mural, 1917, surrealistic anatomy, machine age aesthetics, sky-blue and crimson, modernist sensibilities, surrealistic dreamlike scenes, iconic album covers, austerity modernism, poignant symbolism, mechanized forms, mosaic-inspired realism, Mexico City art museum, surrealist landscape, depictions of labor, emphasizes emotion over realism, first exhibition, surrealist symbolism, working-class empathy, 20th-century art, Rembrandtesque"
data\StarryAI/art\El_Greco_45.png,El_Greco_45.png,,StarryAI,1,El_Greco_45,El Greco,"El Greco, Art, Man in black coat, paintbrush and palette, Spanish school, furry art, grandiose portraits, teethcore, marbleized, high-contrast shading, English major, collar, chiaroscuro portraitures, master of ink, tempera, el greco style, elegant subjects, high-contrast realism, brushstroke-intensive portraits, holding easel."
data\Dreamstudio/art\Pierre-Auguste_Renoir_213.jpg,Pierre-Auguste_Renoir_213.jpg,,DreamStudio,1,Pierre-Auguste_Renoir_213,Pierre-Auguste Renoir,"Pierre-Auguste Renoir, Art, Blue vase with various flowers, high resolution, roguecore, golden age aesthetics, gold and azure, massurrealism, ceramic, vignettes of Paris, dark yellow and blue, polychrome terracotta, colorful arrangements, meticulous design, red vase, yellow vase, flower and nature motifs, symmetrical arrangement"
data\REAL\art_5400\Amedeo_Modigliani_137.jpg,Amedeo_Modigliani_137.jpg,Amedeo Modigliani,REAL,0,Amedeo_Modigliani_137,nan,"Amedeo Modigliani, Art, Lady with red hair, black dress, necklace, seated, naive childlike, emerald, indigo, soft watercolours, 1920s, nonrepresentational, woman with blond hair, chair, naive charm, distinct facial features, dark orange, tondo, meticulous, 'the red coat', charming illustrations, art deco, candid portraits, feminine sensibilities"
data\REAL\art_5400\Alfred_Sisley_205.jpg,Alfred_Sisley_205.jpg,Alfred Sisley,REAL,0,Alfred_Sisley_205,nan,"Alfred Sisley, Art, Bridge painting, town background, water, impressionist landscapes, Nabis, austerity modernism, majestic ports, Romanesque"
data\Midjourney/art\Michelangelo_20.jpg,Michelangelo_20.jpg,,Midjourney,1,Michelangelo_20,Michelangelo,"Michelangelo, Art, Large painting, several people sitting in church, marble, tagging and marking style, orange and emerald colors, trompe-l'oeil folds, science academia, arched doorways, figures of the dead in a window at the Vatican, elaborate calligraphy, cathedral setting, trompe-l'œil graffiti, panel composition mastery, artwork depicting a door in a hall, religious subjects, large-scale mural, research as art, realistic detailing."
data\REAL\art_5400\Paul_Klee_151.jpg,Paul_Klee_151.jpg,Paul Klee,REAL,0,Paul_Klee_151,nan,"Paul Klee, Art, Abstract painting, blue, orange, white tiles, woven color planes, light gold, yellow, glass material, pointillist artwork, mid-century, stained glass effect, shaped canvas, mosaic-like forms, light silver, textured detail, mosaic-inspired realism, detailed crosshatching, mosaics, light orange, sky-blue, light silver, mosaic composition."
data\REAL\art_5400\Rembrandt_137.jpg,Rembrandt_137.jpg,Rembrandt,REAL,0,Rembrandt_137,nan,"Rembrandt, Art, Painting of people being hurt, war scenes, baroque-inspired chiaroscuro, dark brown and light bronze, 8k resolution, angular dramatism, heavy use of palette knives, luminous shadows, canvas, action-packed scenes, restrained color palette, aestheticized violence, meticulous detail, people in armor and knights, stylized violence, junglecore, trapped emotions depicted, person being carried by soldiers, dark amber and bronze, symbolist mystery, harsh angles, punctured canvases, biblical drama, eye-catching detail."
data\DALL-E/art\Paul_Gauguin_177.jpg,Paul_Gauguin_177.jpg,,DALL-E,1,Paul_Gauguin_177,Paul Gauguin,"Paul Gauguin, Art, People with dogs, sitting by river, dark gray, light cyan, raw, confrontational figures, pale palette, iridescent, multiple points of view, académie by Seine, 1939 person, light silver, dark cyan, colorful figures, tonal landscapes, art of Tonga, referential painting, lake seine river landscape, outdoor scenes, black paintings, park in Bourgeonnay, 1890, impressionistic seascape, light gray, dark emerald, expressionistic anthropology, interwar, Majismo, ultrafine detail."
data\REAL\art_5400\Pablo_Picasso_247.jpg,Pablo_Picasso_247.jpg,Pablo Picasso,REAL,0,Pablo_Picasso_247,nan,"Pablo Picasso, Art, Woman, light red, light beige, light brown, light orange, light crimson, dark orange, light indigo, Japanese prints, naive expressionism, German expressionism, Renaissance realism, early medieval art, 15th century, 500–1000 CE, disfigured forms, majismo, ultrafine detail, emphasis on detail, sitting position, hands in lap, womancore, fauvist figuratism."
data\REAL\art_5400\Marc_Chagall_15.jpg,Marc_Chagall_15.jpg,Marc Chagall,REAL,0,Marc_Chagall_15,nan,"Marc Chagall, Art, Black and white Hebrew print, the zoo book, symbolic animal use, uncanny combinations, parodies and pastiches, faux naïf, Israeli poem text in two languages, depiction of animals, political prints, bamileke art, sōsaku hanga, religious book cover, bull and calf, Jewish life scenes, photogram, avian-themed, satirical etchings, expressive gestures, poster, cattle and chick, Jewish culture themes, dark brown and black, humorous depictions, manticore, gestural marks, visual puns"
data\REAL\art_5400\Edgar_Degas_155.jpg,Edgar_Degas_155.jpg,Edgar Degas,REAL,0,Edgar_Degas_155,nan,"Edgar Degas, Art, Portrait of a girl with a fan, comical choreography, light gray and azure, enchanting watercolors, 19th-century German realism, feminine sensibilities, whiplash curves, girl in blue robe, ballet academia, post-impressionist coloration, white and gray, princesscore, aquarellist, child in blue, fanciful costume design, impressionist sensibilities, colorized, sharp attention to detail, lovely, plein-air."
data\Dreamstudio/art\Edgar_Degas_533.jpg,Edgar_Degas_533.jpg,,DreamStudio,1,Edgar_Degas_533,Edgar Degas,"Edgar Degas, Art, Woman painting, crossed colors, light indigo, light beige, vibrant murals, hand-coloring, soggy, symbolic still-lifes, supple mass, washroom scene, cyan, light orange, dignified poses, soft crosshatchings, person rubbing skin, light blue, pastel-colored scenes, rich tapestries of color, charming sketches, young man sitter, azure, aquamarine, violet, naturalistic poses, color-streaked, exotic tapestries."
data\REAL\art_5400\Henri_Rousseau_28.jpg,Henri_Rousseau_28.jpg,Henri Rousseau,REAL,0,Henri_Rousseau_28,nan,"Henri Rousseau, Art, Two people sitting in park, en plein air, two women at park, landscape painting, sophisticated woodblock, light black and green, large-scale murals, orderly symmetry, strip painting, Victorian genre paintings, black paintings, women sitting next to tree, vignettes of Paris, rectangular fields, repetitive, horizontal stripes, suburban gothic, trees background, punctured canvases, enigmatic automatism, striped painting."
data\REAL\art_5400\Frida_Kahlo_1.jpg,Frida_Kahlo_1.jpg,Frida Kahlo,REAL,0,Frida_Kahlo_1,nan,"Frida Kahlo, Art, Woman looking at monkey, red ribbon, realist detail, junglecore, trompe-l'œil illusionistic detail, shiny eyes, historical illustrations, older painting, close-up, dark gold and red, surrealistic detail, fawncore, moche art, naturalist, monkey in a bow, qajar art, madonna and child."
data\StarryAI/art\Rembrandt_116.png,Rembrandt_116.png,,StarryAI,1,Rembrandt_116,Rembrandt,"Rembrandt, Art, Dutch Golden Age, old couple, piece of mail, pen, layered gestures, working-class empathy, mathematical intricacy, older woman writing a letter, spontaneous gestures, patience of a saint, calculated, progressive academia, elderly people, money, 'bom' de houttuin, black paintings, studyplace, plasticien, old man and woman in front of the door, painting and writing tools, highly polished surfaces, lightbox"
data\Midjourney/art\Edgar_Degas_207.jpg,Edgar_Degas_207.jpg,,Midjourney,1,Edgar_Degas_207,Edgar Degas,"Edgar Degas, Art, Man sitting, American works on paper 1880–1950, sumi-e, flowing draperies, 1900–1917, black and gray, watercolor, black-and-white, gutai, 1918–1939 (interwar), women designers, mori kei, dark gray, abstracted bodies, dark white and dark black, delicate washes, drawing, dark black and light beige, elegant clothing, graceful movement, loose brushwork"
data\REAL\art_5400\William_Turner_7.jpg,William_Turner_7.jpg,William Turner,REAL,0,William_Turner_7,nan,"William Turner, Art, Thames bridge, delicate ink washes, dark yellow, light gray, unprimed canvas, light magenta, bronze, two boats on shore, fishing boat, hazy, oil painting, boats on river, light brown, yellow, etchings, light crimson, gray, working-class empathy, atmospheric watercolours, River Tay, 1860, impressionistic Venice scenes, ink-washed, light crimson, yellow, tonalist seascapes, installation-based"
data\REAL\art_5400\Pierre-Auguste_Renoir_178.jpg,Pierre-Auguste_Renoir_178.jpg,Pierre-Auguste Renoir,REAL,0,Pierre-Auguste_Renoir_178,nan,"Pierre-Auguste Renoir, Art, Painting of a young girl with long yellow hair and a pink bow, 1860-1969, impressionistic and post-impressionist color use, strong facial expression, light beige and indigo, pink, light orange and light magenta, child-like innocence, exaggerated features, intense coloration, delicacy, youthful, 1st version, high resolution 8k, interwar period"
data\Dreamstudio/art\Vincent_van_Gogh_389.jpg,Vincent_van_Gogh_389.jpg,,DreamStudio,1,Vincent_van_Gogh_389,Vincent van Gogh,"Vincent van Gogh, Art, Painting of man in straw hat, yellow and cyan, strong facial expression, solarpunk, azure, wimmelbilder, iconic art history, grandparentcore, folk/naïve, self-portraits, brushstroke-intensive portraits, beige, melancholic symbolism, luminous portraits."
data\StarryAI/art\Edgar_Degas_558.png,Edgar_Degas_558.png,,StarryAI,1,Edgar_Degas_558,Edgar Degas,"Edgar Degas, Art, Women sitting in cafe, impressionist light effects, neo-victorian, theater depictions, gestural strokes, bright luster, cafe at Montmartre in 1890, light aquamarine and brown, chiaroscuro portraitures, contemplative scenes, feminine sensibility, balcony cafe Paris, women artists, whistlerian, oil painting, old table, vignettes of Paris, bleaches, blown-off-roof perspective, striped painting, dark white, light cyan, light aquamarine, high resolution, mingei, salon kei, larme kei"
